Target_Code,Date,Close,DeltaX,PTR_Calc,Open,High,Low,Turnover,PTR,Main_Pct,Dare_Pct,Flow_5d,ASR,CYS34,LFS,D_Pos,X90,X70,Y_Overlap,Z_Profit,HCCYF13
300223,20241128,67.36,8.6,-0.08,67.83,69.08,67.25,2.17,3.83,-0.066,-0.03,-5.34,50.045,-7.511,60.098,48.56,16.25,7.65,47.08,19.48,46.87
300223,20241129,68.8,8.12,0.15,66.73,70.1,66.34,2.66,4.7,0.192,0.021,1.48,63.96,-5.238,60.178,48.67,15.87,7.75,48.82,26.54,45.93
300223,20241202,69.13,8.19,0.05,68.32,69.77,68.05,2.15,3.8,-0.048,0.041,4.12,66.959,-4.594,61.104,48.74,15.5,7.31,47.16,28.85,44.59
300223,20241203,68.03,6.9,-0.12,69.24,69.68,67.14,2.19,3.86,-0.122,-0.033,2.18,59.666,-5.917,61.647,48.66,14.3,7.4,51.77,22.8,43.43
300223,20241204,69.82,6.2,0.2,71.31,73.19,69.32,4.43,7.81,0.387,0.066,5.94,72.574,-3.267,57.518,48.87,13.3,7.1,53.4,32.73,44.77
300223,20241205,69.27,5.8,-0.06,68.66,69.8,68.57,2.27,4.01,-0.089,-0.045,5.28,70.827,-3.855,58.571,48.8,12.95,7.15,55.23,30.04,43.68
300223,20241206,69.87,5.91,0.12,69.22,70.3,68.0,2.82,4.98,0.116,0.021,4.21,74.377,-2.855,58.208,48.88,12.67,6.76,53.34,35.67,43.29
300223,20241209,68.41,5.46,-0.24,69.44,69.97,67.78,2.37,4.18,0.012,-0.043,3.76,67.498,-4.71,58.76,48.83,12.31,6.85,55.6,23.75,42.47
300223,20241210,69.0,5.54,0.09,71.38,71.61,68.73,3.82,6.74,-0.192,0.042,3.42,72.467,-3.743,56.223,48.68,12.04,6.5,54.0,28.34,43.3
300223,20241211,69.82,5.14,0.18,68.79,70.18,68.33,2.66,4.69,0.074,0.015,-1.27,76.781,-2.446,56.575,48.77,11.68,6.54,56.0,37.22,42.79
300223,20241212,69.6,5.57,-0.03,69.37,69.73,68.33,2.48,4.37,0.163,-0.04,2.32,76.626,-2.625,57.136,48.74,11.76,6.19,52.69,35.97,42.14
300223,20241213,70.94,5.61,0.22,68.73,72.93,68.63,7.42,13.09,0.605,0.032,6.45,83.025,-0.455,48.585,49.05,11.12,5.51,49.52,46.85,46.9
300223,20241216,68.43,5.67,-0.55,71.83,72.08,67.82,4.92,8.68,-0.426,-0.13,1.26,74.837,-3.837,47.325,48.76,10.84,5.17,47.67,19.97,48.21
300223,20241217,68.24,5.29,-0.02,67.64,70.04,66.72,4.05,7.14,0.068,-0.032,2.77,74.95,-3.796,47.84,48.69,10.49,5.2,49.59,19.16,48.47
300223,20241218,73.31,4.96,1.05,67.9,74.11,66.83,7.76,13.68,0.975,0.112,8.63,88.99,3.41,43.167,49.43,9.85,4.89,49.65,71.09,52.3
300223,20241219,74.42,4.7,0.14,71.61,75.04,71.26,6.79,11.97,0.145,0.04,7.56,88.755,4.618,41.738,49.57,9.62,4.92,51.15,77.93,54.47
300223,20241220,74.3,4.12,-0.1,73.81,77.14,73.61,7.5,13.23,-0.017,0.034,4.29,90.156,3.93,40.259,49.42,8.98,4.86,54.09,73.11,56.86
300223,20241223,74.59,3.8,0.05,73.84,74.95,72.71,5.12,9.03,-0.312,-0.097,4.98,90.294,4.007,42.098,49.17,8.69,4.89,56.28,75.72,56.77
300223,20241224,74.47,3.79,-0.03,74.81,75.29,71.91,4.31,7.6,-0.01,-0.064,4.3,91.137,3.545,44.437,49.23,8.34,4.55,54.55,74.42,56.02
300223,20241225,72.56,3.84,-0.45,73.53,74.93,72.29,2.98,5.26,-0.016,-0.074,-2.38,92.612,0.819,47.852,49.17,8.39,4.55,54.2,52.08,54.25
300223,20241226,74.56,3.5,0.47,72.32,75.16,71.97,4.09,7.21,0.512,0.09,0.4,91.869,3.449,48.967,49.58,8.05,4.55,56.55,75.52,53.68
300223,20241227,73.1,3.15,-0.41,74.59,76.52,73.04,4.36,7.69,0.028,-0.027,0.33,93.606,1.251,49.41,49.55,7.7,4.55,59.09,55.24,53.43
300223,20241230,73.11,3.62,-0.01,72.77,74.6,71.83,2.67,4.7,0.064,0.011,5.1,93.879,1.218,52.11,49.63,7.8,4.18,53.64,54.89,51.7
300223,20241231,68.02,3.24,-0.91,73.06,73.81,67.93,4.05,7.14,-0.129,-0.119,3.33,77.263,-5.676,52.064,49.35,7.45,4.21,56.52,9.82,51.46
300223,20250102,64.16,3.6,-0.15,68.02,68.02,63.12,3.7,6.52,-0.221,-0.066,1.79,33.049,-10.567,52.523,49.15,8.15,4.55,55.82,2.43,50.92
300223,20250103,61.61,4.7,-0.02,64.18,64.68,61.52,2.76,4.87,-0.166,-0.026,-6.03,12.981,-13.631,54.273,49.06,9.22,4.52,49.03,1.32,49.59
300223,20250106,61.02,5.02,0.01,61.28,62.46,60.24,1.87,3.3,-0.136,-0.012,-9.0,11.927,-14.063,57.052,48.99,9.88,4.86,49.19,1.71,47.56
300223,20250107,62.54,5.89,0.08,61.34,62.73,60.92,2.11,3.72,0.027,0.003,-10.57,23.848,-11.514,58.745,49.04,10.75,4.86,45.2,5.46,45.99
300223,20250108,62.49,5.92,0.03,61.86,63.54,59.71,2.53,4.46,0.037,-0.005,-8.66,25.417,-11.11,59.177,49.05,11.12,5.2,46.75,6.87,45.02
300223,20250109,62.45,5.53,0.0,62.0,63.83,62.0,2.07,3.66,0.044,0.009,-4.0,26.649,-10.789,60.307,49.08,10.94,5.41,49.42,6.94,43.69
300223,20250110,60.74,5.19,-0.1,61.95,63.81,60.74,2.31,4.08,-0.019,-0.006,-0.92,18.716,-12.778,60.598,49.06,10.88,5.69,52.33,1.83,42.76
300223,20250113,61.22,5.21,0.05,59.84,61.74,59.79,1.59,2.81,0.02,0.024,2.76,21.709,-11.754,62.251,49.08,11.22,6.01,53.55,4.42,41.17
300223,20250114,64.58,3.66,0.3,61.64,64.75,60.93,2.94,5.18,0.237,0.05,7.15,46.981,-6.454,60.479,49.22,11.32,7.66,67.66,18.96,41.22
300223,20250115,64.0,3.41,-0.04,64.58,65.03,63.77,1.93,3.4,0.089,-0.001,8.59,45.265,-7.063,61.26,49.21,11.07,7.66,69.23,17.21,40.15
300223,20250116,63.81,3.17,-0.01,64.23,65.33,63.04,2.17,3.82,-0.007,-0.024,6.8,45.572,-7.073,61.218,49.16,11.12,7.95,71.49,16.81,39.47
300223,20250117,65.37,3.47,0.16,63.22,66.68,63.17,3.11,5.48,0.407,0.038,14.1,56.107,-4.451,58.98,49.4,11.17,7.7,68.9,24.53,39.92
300223,20250120,64.31,3.02,-0.09,65.43,65.52,64.06,2.31,4.07,-0.042,-0.051,10.56,50.821,-5.783,59.019,49.41,10.87,7.85,72.24,19.89,39.42
300223,20250121,65.94,3.07,0.19,64.56,66.11,63.72,2.68,4.73,0.258,0.037,10.62,63.305,-3.183,58.155,49.55,10.92,7.85,71.93,29.5,39.39
300223,20250122,66.63,3.34,0.06,65.35,67.18,65.14,2.84,5.01,0.156,0.007,10.56,71.212,-2.007,57.106,49.71,10.97,7.63,69.54,32.65,39.55
300223,20250123,65.64,3.02,-0.1,68.2,68.5,65.64,2.59,4.57,0.084,0.022,11.87,63.11,-3.384,56.831,49.78,10.68,7.66,71.69,27.89,39.41
300223,20250124,66.34,3.39,0.08,65.33,66.79,65.13,1.84,3.24,0.045,0.021,7.8,69.927,-2.248,58.243,49.82,10.73,7.34,68.39,32.03,38.44
300223,20250127,64.23,3.33,-0.28,66.53,66.68,64.23,1.63,2.87,-0.056,-0.026,8.71,56.292,-5.238,59.763,49.8,10.73,7.4,68.96,18.0,37.33
300223,20250205,73.18,3.25,1.06,66.72,77.08,66.06,9.3,16.41,1.08,0.082,11.32,71.55,7.37,45.439,50.85,10.68,7.43,69.52,71.95,45.22
300223,20250206,76.5,3.35,0.4,71.86,77.8,71.19,9.45,16.67,0.232,0.053,9.01,59.731,10.619,38.551,51.1,10.73,7.38,68.76,92.63,51.45
300223,20250207,76.88,3.15,-0.05,77.3,78.71,74.82,9.51,16.78,0.397,0.005,8.28,62.007,9.165,35.312,51.4,10.92,7.77,71.15,90.15,56.3
300223,20250210,78.19,3.35,0.04,77.03,80.18,76.43,8.16,14.39,0.169,0.074,7.43,60.121,9.531,35.223,51.7,11.56,8.21,70.97,91.99,58.88
300223,20250211,75.99,3.51,-0.38,76.9,79.79,75.8,6.72,11.85,0.047,-0.047,6.75,71.562,5.647,36.865,51.51,11.15,7.64,68.55,72.35,59.76
300223,20250212,79.81,3.89,0.49,74.99,79.83,74.12,9.05,15.96,0.771,0.057,6.19,61.256,9.774,36.058,52.04,10.96,7.07,64.52,97.75,62.32
300223,20250213,78.68,4.27,-0.24,78.8,81.64,78.21,8.01,14.13,0.327,-0.111,6.12,68.001,7.116,36.773,52.34,11.67,7.4,63.39,85.16,63.53
300223,20250214,78.08,4.43,-0.11,77.3,78.87,75.36,5.83,10.29,0.078,-0.094,5.13,71.06,5.756,39.419,52.23,11.48,7.05,61.42,79.44,62.9
300223,20250217,80.99,4.71,0.32,78.3,82.22,76.34,8.43,14.88,0.308,0.004,5.45,64.778,8.615,38.967,52.69,11.74,7.03,59.89,96.24,64.3
300223,20250218,74.39,5.24,-1.09,80.04,80.04,74.03,9.03,15.93,-0.74,-0.146,1.84,83.726,-0.71,38.329,51.84,11.59,6.35,54.78,39.79,65.83
300223,20250219,77.28,5.76,0.53,74.37,77.46,74.37,6.26,11.05,0.594,0.085,1.31,79.287,3.036,40.501,52.14,11.44,5.68,49.62,67.56,65.1
300223,20250220,76.9,6.08,-0.12,77.28,78.68,76.33,4.9,8.65,-0.019,-0.021,0.27,81.307,2.324,43.405,52.18,11.26,5.18,46.02,61.16,63.54
300223,20250221,79.46,6.24,0.52,76.91,80.12,76.4,7.0,12.34,0.599,0.141,3.57,78.2,5.297,43.451,52.88,11.11,4.87,43.8,88.75,63.76
300223,20250224,85.74,8.06,0.13,79.04,88.8,78.5,13.74,24.24,1.326,0.075,7.22,47.782,11.618,37.409,53.85,14.12,6.06,42.94,95.85,68.82
300223,20250225,89.77,7.49,-0.02,83.66,93.74,83.48,13.03,22.98,0.972,0.078,12.2,25.926,14.224,34.807,54.6,16.07,8.58,53.41,94.88,71.91
300223,20250226,91.94,5.82,-0.02,89.26,94.15,85.88,15.04,26.54,1.186,-0.027,10.68,33.34,13.509,32.165,55.43,15.57,9.75,62.61,93.88,75.3
300223,20250227,92.26,5.08,-0.05,92.93,94.55,88.65,10.57,18.65,0.146,-0.026,9.61,40.535,11.668,33.726,55.53,15.21,10.13,66.61,90.94,75.2
300223,20250228,84.83,5.09,-0.64,91.76,92.39,84.83,10.0,17.64,-0.281,-0.115,6.81,71.33,1.755,35.272,55.09,14.72,9.63,65.41,55.75,74.81
300223,20250303,82.62,4.58,-0.1,86.23,86.74,81.48,7.09,12.51,-0.186,-0.153,3.8,70.785,-1.018,38.455,54.83,13.75,9.17,66.7,50.46,72.92
300223,20250304,91.76,3.84,0.67,80.8,94.83,79.99,13.16,23.22,1.129,0.074,4.12,54.026,9.309,36.246,55.88,12.87,9.03,70.2,87.67,74.9
300223,20250305,90.77,3.28,-0.23,92.86,95.42,89.87,11.67,20.59,0.392,0.002,2.61,62.405,6.63,36.007,55.74,12.3,9.02,73.36,74.78,75.5
300223,20250306,87.17,3.33,-0.44,89.75,90.99,87.05,11.59,20.45,-0.929,-0.115,-0.27,77.279,1.81,35.985,54.71,11.64,8.31,71.37,50.6,75.89
300223,20250307,85.55,3.84,-0.11,85.27,87.36,82.76,9.5,16.76,-0.266,-0.148,-0.27,81.538,-0.058,37.461,54.67,11.45,7.61,66.41,44.52,75.07
300223,20250310,84.78,4.25,-0.05,84.18,85.55,83.4,4.92,8.67,-0.232,-0.035,-0.12,81.515,-0.873,41.885,54.59,11.17,6.92,61.93,41.53,71.96
300223,20250311,82.0,3.98,-0.24,83.17,84.43,80.74,6.19,10.92,-0.539,-0.09,-5.98,71.601,-3.858,44.144,53.96,10.98,7.0,63.77,28.76,70.09
300223,20250312,81.71,3.94,-0.04,82.07,83.81,81.61,4.79,8.45,-0.156,0.027,-9.76,71.181,-3.954,47.012,53.9,10.75,6.81,63.37,26.57,67.68
300223,20250313,76.95,2.85,-0.28,80.82,81.7,76.43,7.25,12.79,-0.339,-0.164,-9.04,47.439,-8.907,46.745,53.31,10.52,7.67,72.92,11.79,67.28
300223,20250314,78.93,2.56,0.21,76.85,79.67,76.76,4.93,8.7,0.289,0.037,-6.99,60.714,-6.071,48.728,53.6,10.33,7.77,75.21,22.93,65.4
300223,20250317,78.51,2.79,-0.03,79.29,79.45,77.91,3.53,6.22,-0.026,-0.017,-5.99,60.101,-6.305,51.622,53.56,10.33,7.54,72.97,21.2,62.83
300223,20250318,78.61,2.53,0.0,78.78,80.56,78.3,3.99,7.04,-0.132,0.016,-3.19,62.154,-5.868,53.247,53.53,10.1,7.57,74.97,21.43,60.96
300223,20250319,77.67,2.77,-0.12,78.08,79.37,77.21,3.29,5.81,-0.227,-0.061,-4.47,59.052,-6.699,55.24,53.27,10.14,7.37,72.68,14.82,58.81
300223,20250320,76.85,2.74,-0.09,77.43,78.25,76.81,2.6,4.59,-0.104,-0.018,-2.2,55.861,-7.428,57.597,53.26,9.91,7.17,72.35,9.82,56.39
300223,20250321,74.64,3.05,-0.11,76.05,77.18,74.36,3.83,6.76,-0.087,-0.068,-7.24,44.892,-9.63,57.613,53.19,10.42,7.37,70.74,4.15,55.29
300223,20250324,73.44,3.28,0.01,74.61,74.97,71.66,3.41,6.01,0.01,-0.024,-7.42,41.971,-10.614,58.101,53.09,11.12,7.84,70.44,4.88,53.98
300223,20250325,72.1,3.45,-0.02,73.31,73.79,71.66,2.11,3.73,-0.042,-0.023,-7.97,36.01,-11.919,60.309,53.04,11.45,8.0,69.85,3.8,51.7
300223,20250326,72.35,4.08,0.02,72.09,73.46,71.83,2.62,4.63,0.092,0.024,-3.35,39.735,-11.197,61.121,53.23,12.24,8.16,66.69,5.13,50.14
300223,20250327,72.69,3.88,0.04,72.36,74.43,71.84,3.09,5.45,-0.03,0.014,-1.83,43.61,-10.311,60.839,53.35,12.24,8.36,68.3,7.03,49.21
300223,20250328,72.58,2.99,0.0,72.68,73.56,71.92,2.14,3.78,0.009,0.003,0.52,44.442,-10.133,62.129,53.41,12.05,9.06,75.2,7.24,47.49
300223,20250331,71.51,3.17,-0.08,71.97,72.81,70.2,2.65,4.68,0.003,-0.017,0.56,38.687,-11.034,62.082,53.29,12.21,9.04,74.01,3.16,46.47
300223,20250401,71.02,3.18,-0.01,71.61,72.22,71.02,1.72,3.04,-0.081,-0.012,0.13,35.596,-11.375,63.679,53.29,12.51,9.33,74.55,2.79,44.63
300223,20250402,71.0,3.48,0.01,71.13,71.86,70.73,1.41,2.48,0.031,0.017,-1.13,36.383,-11.166,65.5,53.29,12.81,9.33,72.78,3.14,42.65
300223,20250403,70.42,3.39,-0.01,70.23,71.45,69.43,2.13,3.76,0.072,0.02,0.92,33.416,-11.51,65.273,53.34,13.01,9.62,73.96,2.75,41.65
300223,20250407,60.24,3.86,-0.02,65.9,67.82,56.8,5.67,10.0,-0.119,-0.051,-1.64,5.687,-22.786,57.742,53.13,14.18,10.32,72.75,1.78,44.6
300223,20250408,61.13,6.61,0.03,61.84,63.69,60.1,4.16,7.35,0.059,0.01,-0.57,10.383,-20.481,55.377,53.12,17.63,11.02,62.55,3.54,45.49
300223,20250409,63.75,8.78,0.15,60.15,64.89,57.85,4.68,8.26,0.259,0.056,4.16,15.75,-15.8,52.813,53.34,20.45,11.67,57.08,11.63,46.78
300223,20250410,64.86,8.52,0.02,65.36,67.15,64.83,3.98,7.03,0.068,0.051,4.33,21.223,-13.536,52.151,53.54,20.56,12.04,58.59,12.83,47.18
300223,20250411,68.28,6.63,0.16,63.94,70.4,63.94,6.69,11.81,0.287,0.057,5.67,35.31,-7.779,47.604,53.97,20.25,13.62,67.27,21.47,50.21
300223,20250414,69.17,5.32,0.04,69.33,70.29,68.1,4.92,8.68,0.051,0.015,7.95,38.721,-6.093,47.207,54.04,19.94,14.62,73.29,23.8,51.01
300223,20250415,68.93,6.06,-0.0,68.89,70.22,67.83,2.79,4.91,0.052,-0.014,7.9,40.477,-6.14,49.982,54.05,19.94,13.88,69.59,23.78,49.69
300223,20250416,68.16,5.15,-0.05,68.91,69.58,66.87,2.19,3.86,-0.01,-0.03,5.27,41.55,-6.958,53.022,54.03,19.24,14.09,73.24,21.03,47.96
300223,20250417,67.82,5.83,-0.02,67.34,69.62,67.34,2.35,4.14,0.025,0.029,5.02,42.847,-7.135,55.092,54.05,19.63,13.8,70.26,19.84,46.57
300223,20250418,67.53,6.2,-0.01,67.62,68.12,67.04,1.49,2.64,-0.003,-0.033,1.31,43.48,-7.353,58.197,54.03,19.63,13.43,68.4,19.14,44.49
300223,20250421,67.71,6.17,0.04,67.33,68.02,66.83,2.0,3.49,-0.07,0.017,-0.69,44.822,-6.866,59.602,48.09,19.74,13.57,68.77,20.87,43.13
300223,20250422,66.67,5.95,-0.1,67.14,67.59,66.33,2.05,3.57,0.012,-0.025,-1.92,44.971,-8.04,60.516,48.04,19.23,13.28,69.03,16.29,41.96
300223,20250423,67.41,6.35,0.11,67.39,67.99,66.58,1.95,3.39,0.089,0.023,1.54,46.848,-6.779,61.348,48.06,19.33,12.98,67.16,21.69,40.8
300223,20250424,65.77,6.38,-0.18,67.47,67.48,65.63,1.76,3.06,-0.064,-0.024,-1.86,44.687,-8.824,62.316,48.01,19.43,13.05,67.16,13.05,39.58
300223,20250425,65.63,6.68,0.0,65.77,66.53,65.15,1.71,2.82,0.017,0.0,-0.55,45.223,-8.759,63.078,48.01,19.43,12.75,65.65,13.05,38.32
300223,20250428,65.18,6.21,-0.04,65.32,66.18,64.95,1.23,2.02,0.028,-0.016,1.11,44.272,-9.188,64.779,41.99,19.03,12.82,67.38,11.44,36.68
300223,20250429,66.59,6.5,0.2,64.88,67.09,64.72,2.07,3.4,0.244,0.024,8.57,49.695,-6.919,63.839,42.13,19.03,12.53,65.84,20.03,36.11
300223,20250430,67.67,5.86,0.24,66.43,68.19,65.98,2.4,3.95,0.112,0.039,8.98,52.105,-5.125,62.16,42.22,18.45,12.59,68.27,30.01,35.96
300223,20250506,70.42,6.37,0.38,68.14,70.5,68.14,3.01,4.96,0.208,0.029,14.38,56.086,-1.115,59.334,42.42,18.73,12.36,66.02,46.22,36.51
300223,20250507,69.32,5.95,-0.15,71.02,71.69,68.62,2.75,4.53,-0.102,-0.047,9.48,55.115,-2.58,57.861,42.33,18.15,12.2,67.19,39.69,36.7
300223,20250508,69.51,6.53,0.04,69.31,69.9,69.12,1.69,2.78,-0.003,0.0,8.8,56.062,-2.235,59.217,42.38,18.43,11.9,64.58,41.36,35.71
300223,20250509,67.7,6.56,-0.32,69.46,69.46,67.56,1.88,3.09,-0.098,-0.03,1.88,56.792,-4.649,59.734,42.25,18.52,11.96,64.59,27.9,35.04
300223,20250512,68.87,6.19,0.22,67.9,69.31,67.9,1.6,2.63,0.089,0.018,1.22,57.601,-2.89,60.756,42.34,17.86,11.67,65.32,37.4,34.12
300223,20250513,68.32,6.7,-0.11,69.44,70.12,68.22,1.84,3.04,-0.052,0.002,-5.08,58.46,-3.56,60.826,42.38,18.13,11.43,63.06,32.57,33.58
300223,20250514,68.7,6.96,0.09,68.7,69.26,67.79,1.75,2.88,0.016,0.0,-1.48,59.2,-2.92,61.048,42.39,18.22,11.26,61.77,36.22,32.98
300223,20250515,66.68,6.37,-0.42,68.97,68.97,66.68,1.59,2.62,-0.092,-0.021,-4.28,59.214,-5.652,61.583,42.35,17.57,11.2,63.73,18.24,32.27
300223,20250516,66.37,6.81,-0.05,66.44,67.18,66.36,1.07,1.77,-0.016,0.002,-1.49,59.153,-5.961,63.404,42.35,17.83,11.02,61.78,15.95,31.03
300223,20250519,66.53,7.17,0.04,65.83,66.98,65.83,0.93,1.53,-0.001,0.004,-5.17,59.852,-5.617,65.226,42.36,17.83,10.66,59.79,17.67,29.73
300223,20250520,67.55,7.14,0.24,66.56,67.69,66.13,1.52,2.5,0.122,0.008,0.77,61.283,-4.005,64.657,42.42,17.92,10.78,60.13,27.95,29.26
300223,20250521,66.38,6.97,-0.27,67.35,67.35,65.83,1.27,2.1,-0.104,-0.02,-4.3,60.737,-5.545,64.921,42.35,17.45,10.48,60.06,16.55,28.54
300223,20250522,66.09,7.0,-0.06,65.94,67.16,65.93,1.1,1.82,0.056,-0.016,1.5,60.547,-5.815,65.606,42.38,17.54,10.54,60.08,14.14,27.69
300223,20250523,64.45,7.38,-0.16,65.98,65.98,64.34,1.73,2.85,-0.017,-0.04,-0.13,56.956,-7.892,63.866,42.36,17.62,10.24,58.09,7.2,27.67
300223,20250526,64.96,7.38,0.06,64.45,65.02,64.15,1.13,1.86,0.059,0.004,1.92,58.826,-6.984,64.528,42.37,17.62,10.24,58.09,9.76,26.93
300223,20250527,63.21,7.47,-0.1,64.8,64.86,63.09,1.6,2.63,-0.061,-0.029,-6.02,51.857,-9.218,63.291,42.29,17.71,10.24,57.8,5.55,26.83
300223,20250528,63.37,7.06,0.02,63.54,64.03,62.73,1.26,2.07,0.052,0.001,0.42,53.814,-8.751,63.46,42.3,17.71,10.65,60.13,6.35,26.32
300223,20250529,65.23,7.09,0.21,63.58,65.62,63.32,2.02,3.32,0.041,0.018,1.02,61.761,-5.742,60.858,42.38,17.8,10.71,60.15,15.23,26.81
300223,20250530,63.29,7.58,-0.21,64.83,64.85,63.18,1.49,2.46,-0.122,-0.032,-2.4,54.867,-8.311,60.666,42.3,17.99,10.41,57.85,6.47,26.6
300223,20250603,63.33,7.53,0.01,62.66,64.05,62.64,1.13,1.87,0.008,0.025,-3.38,55.703,-8.035,61.707,42.3,17.99,10.46,58.17,7.05,25.96
300223,20250604,63.87,7.05,0.07,63.39,64.32,63.39,0.96,1.58,0.034,0.011,1.38,59.902,-7.073,63.098,42.34,17.51,10.46,59.77,10.19,25.16
300223,20250605,65.06,7.37,0.2,64.11,65.62,63.73,1.89,3.12,0.138,0.02,5.13,63.558,-5.082,60.654,42.42,17.59,10.22,58.07,18.57,25.62
300223,20250606,66.12,7.9,0.19,64.97,67.06,64.61,2.7,4.44,0.074,0.013,5.31,67.073,-3.263,56.24,42.54,17.87,9.97,55.79,26.48,27.04
300223,20250609,66.31,7.33,0.06,66.12,66.56,65.46,1.64,2.69,0.006,-0.014,9.42,68.147,-2.865,56.542,42.55,17.3,9.97,57.63,28.93,26.98
300223,20250610,64.53,7.93,-0.34,66.32,66.51,63.99,1.94,3.19,-0.155,-0.023,2.81,64.939,-5.28,55.819,42.44,17.56,9.63,54.81,14.43,27.3
300223,20250611,64.85,8.27,0.07,64.43,65.82,64.33,1.35,2.22,0.064,0.013,3.45,66.032,-4.65,57.156,42.47,17.75,9.48,53.41,17.4,26.86
300223,20250612,63.78,8.16,-0.2,64.33,65.13,63.78,1.47,2.42,-0.165,-0.004,-4.69,63.965,-6.02,57.741,42.44,17.17,9.01,52.47,9.04,26.62
300223,20250613,62.83,8.72,-0.1,63.37,64.08,62.54,1.64,2.71,-0.024,0.004,-8.74,57.685,-7.164,57.61,42.39,17.26,8.54,49.49,4.9,26.61
300223,20250616,64.74,9.42,0.35,62.34,65.83,62.34,2.47,4.07,0.229,0.014,-1.19,68.002,-3.978,54.926,42.55,17.44,8.02,45.98,19.81,27.63
300223,20250617,65.43,9.39,0.17,64.71,66.29,64.47,2.46,4.07,0.162,0.009,7.61,70.398,-2.752,53.157,42.64,17.14,7.75,45.26,27.23,28.54
300223,20250618,65.83,9.65,0.11,65.11,66.49,64.82,2.51,4.14,0.168,0.017,8.98,71.918,-1.998,51.901,42.77,16.83,7.18,42.66,31.97,29.39
300223,20250619,65.43,9.7,-0.1,65.38,66.43,64.93,2.03,3.35,-0.006,-0.003,11.67,71.778,-2.466,52.396,42.84,16.92,7.22,42.68,27.68,29.57
300223,20250620,64.33,9.62,-0.3,65.33,65.91,64.3,1.75,2.88,-0.136,-0.032,8.22,70.412,-3.964,53.582,42.79,16.53,6.91,41.82,14.97,29.39
300223,20250623,65.46,9.98,0.34,64.15,66.13,63.89,1.73,2.85,0.094,0.01,5.91,73.111,-2.146,54.542,42.85,16.62,6.64,39.99,29.49,29.21
300223,20250624,67.39,9.94,0.55,65.94,67.59,65.94,3.22,5.31,0.26,0.031,7.82,76.072,0.761,51.266,43.01,16.31,6.37,39.07,52.97,30.84
300223,20250625,68.62,10.89,0.23,68.03,68.66,67.1,3.67,6.05,0.186,0.044,7.79,77.131,2.422,48.236,43.19,16.75,5.86,35.0,62.73,32.8
300223,20250626,68.03,11.19,-0.15,68.5,70.24,67.73,3.14,5.18,0.014,-0.021,6.97,78.122,1.388,47.622,43.22,16.44,5.25,31.91,56.42,33.89
300223,20250627,68.41,10.97,0.07,68.67,69.5,67.8,2.93,4.84,0.032,0.041,9.68,78.754,1.82,47.813,43.28,16.22,5.25,32.35,59.66,34.6
300223,20250630,69.12,10.85,0.16,68.87,69.4,68.63,2.58,4.25,0.18,0.04,10.87,79.113,2.713,48.833,43.42,15.82,4.97,31.4,66.41,34.84
300223,20250701,68.28,10.55,-0.25,69.28,69.8,68.15,2.49,4.11,-0.146,-0.023,5.11,80.096,1.34,49.853,43.36,15.52,4.97,32.01,55.77,34.94
300223,20250702,66.77,10.56,-0.36,67.76,67.87,66.3,2.46,4.06,-0.025,-0.02,1.27,80.395,-0.904,50.732,43.22,15.22,4.66,30.64,40.16,35.01
300223,20250703,66.98,10.72,0.06,66.64,67.38,66.44,1.63,2.69,0.026,0.0,2.14,80.874,-0.561,53.313,43.24,15.38,4.66,30.32,42.87,34.13
300223,20250704,66.24,10.71,-0.22,67.03,67.4,65.6,2.42,4.0,-0.055,-0.022,-0.79,80.731,-1.6,53.398,43.17,15.07,4.36,28.92,33.38,34.24
300223,20250707,65.97,10.79,-0.09,66.28,66.56,65.77,1.33,2.19,0.053,-0.021,-5.29,80.68,-1.947,56.124,43.23,15.15,4.36,28.76,29.39,33.11
300223,20250708,67.24,10.39,0.44,66.48,67.41,66.23,2.12,3.5,0.184,0.051,4.03,82.073,-0.031,56.177,43.37,14.77,4.38,29.68,48.46,32.99
300223,20250709,66.5,10.87,-0.26,67.23,67.31,66.31,1.75,2.89,-0.118,-0.017,2.11,82.019,-1.107,57.152,43.34,14.93,4.06,27.17,37.2,32.46
300223,20250710,66.29,10.54,-0.07,66.49,66.71,65.94,1.37,2.26,-0.035,-0.001,0.56,82.533,-1.378,58.889,43.3,14.62,4.08,27.9,33.98,31.55
300223,20250711,66.95,10.24,0.28,66.14,67.33,66.04,2.18,3.59,0.207,0.047,9.14,83.428,-0.346,57.922,43.35,14.32,4.08,28.49,46.07,31.67
300223,20250714,66.86,10.31,-0.03,66.93,67.13,66.54,1.39,2.29,0.014,-0.018,8.27,83.611,-0.466,59.376,43.38,14.39,4.08,28.34,44.64,30.85
300223,20250715,66.35,10.31,-0.23,66.7,67.13,65.81,1.98,3.26,-0.033,-0.031,0.41,83.584,-1.18,58.731,43.38,14.09,3.78,26.81,34.76,30.81
300223,20250716,66.61,10.38,0.12,66.24,67.71,66.13,2.21,3.64,0.087,0.052,7.25,84.168,-0.737,57.573,43.51,14.16,3.78,26.67,39.84,31.04
300223,20250717,67.81,10.54,0.48,66.43,67.83,65.99,2.64,4.36,0.303,0.017,13.66,84.897,1.048,55.554,43.64,14.32,3.78,26.38,60.94,31.77
300223,20250718,67.05,10.52,-0.28,67.81,68.11,66.66,2.38,3.93,-0.237,-0.04,2.36,85.229,-0.111,54.827,43.56,14.0,3.48,24.82,48.66,32.1
